frame,person_id,hand,avg_x,avg_y
22,1,left_hand,1135.6664666666666,681.3218166666667
22,1,right_hand,1160.5181333333333,696.0630733333334
22,2,left_hand,985.0243033333333,698.4886333333334
22,2,right_hand,1059.5849666666666,720.2265366666667
23,1,left_hand,1158.1840000000002,696.8634000000001
23,1,right_hand,1163.9664666666667,700.6039433333334
23,2,left_hand,983.6125866666666,693.1909766666666
23,2,right_hand,1059.0762000000002,715.54268
24,1,left_hand,1158.1692666666668,696.8644466666666
24,1,right_hand,1163.9871999999998,700.6192799999999
24,2,left_hand,984.4715666666667,689.8000833333332
24,2,right_hand,1060.4647333333332,716.6366166666667
25,1,left_hand,1158.4488666666666,696.9166
25,1,right_hand,1164.1939,700.5999500000001
25,2,left_hand,983.6235533333333,693.1064233333333
25,2,right_hand,1059.1172333333334,715.3836799999999
26,1,left_hand,1151.4811666666667,686.9724
26,1,right_hand,1173.9162,715.4089100000001
26,2,left_hand,984.3073566666667,689.7519833333332
26,2,right_hand,1056.8939,717.8941433333333
27,1,left_hand,1151.4951999999998,687.6962
27,1,right_hand,1173.7468666666666,715.3175066666666
27,2,left_hand,984.5174166666667,689.5923333333334
27,2,right_hand,1057.2021333333332,718.0685666666667
28,1,left_hand,1179.5639,707.0571999999999
28,1,right_hand,1175.5708000000002,723.0232
28,2,left_hand,985.3033433333334,690.0708199999999
28,2,right_hand,1055.6416666666667,719.1922466666666
29,1,left_hand,1180.5167666666669,706.7766133333333
29,1,right_hand,1175.6198666666667,723.1032266666666
29,2,left_hand,985.1689,689.7753766666666
29,2,right_hand,1055.5674333333334,719.2390266666666
30,1,left_hand,1181.2955666666667,706.85378
30,1,right_hand,1175.4984666666667,723.20345
30,2,left_hand,985.2075799999999,689.8598466666667
30,2,right_hand,1055.5649333333333,719.1490433333333
31,1,left_hand,1205.2779,709.2956033333334
31,1,right_hand,1181.8184666666666,732.1172466666667
31,2,left_hand,985.6008466666666,690.9909000000001
31,2,right_hand,1055.6242,718.5864499999999
32,1,left_hand,1205.0756666666666,709.2643333333334
32,1,right_hand,1181.7445666666665,731.7638000000001
32,2,left_hand,985.6777333333333,691.0098333333334
32,2,right_hand,1055.6633,719.08192
33,1,left_hand,1212.3817,709.8770133333334
33,1,right_hand,1184.3874666666668,734.9975866666667
33,2,left_hand,986.9955233333334,692.63178
33,2,right_hand,1054.0072333333335,719.8188333333334
34,1,left_hand,1211.684,709.8901766666667
34,1,right_hand,1184.3828666666666,734.9552133333333
34,2,left_hand,987.0593,692.7356833333333
34,2,right_hand,1054.0354333333335,719.86895
35,1,left_hand,1215.3571000000002,714.31652
35,1,right_hand,1188.8909333333334,739.2499200000001
35,2,left_hand,985.6269966666667,689.8006033333335
35,2,right_hand,1052.6352666666667,717.7358266666666
36,1,left_hand,1215.2995333333333,714.2584
36,1,right_hand,1188.9829666666667,739.1670233333334
36,2,left_hand,985.5877833333334,689.7637333333332
36,2,right_hand,1052.3400666666666,717.8760033333333
37,1,left_hand,1215.1988,714.4164333333333
37,1,right_hand,1188.9791000000002,739.2277433333334
37,2,left_hand,985.5384066666667,689.7535666666666
37,2,right_hand,1052.3194333333333,717.9967666666666
38,1,left_hand,1218.9675,732.81238
38,1,right_hand,1194.3293999999999,738.1842233333333
38,2,left_hand,982.5014666666666,687.6365999999999
38,2,right_hand,1051.7860666666668,713.6944666666667
39,1,left_hand,1219.2410666666667,732.8496966666667
39,1,right_hand,1194.2752333333333,738.2409433333333
39,2,left_hand,982.4956933333333,687.5992833333333
39,2,right_hand,1051.7720333333334,713.7018800000001
40,1,left_hand,1228.031533333333,734.8128133333333
40,1,right_hand,1193.7132666666669,745.8506433333333
40,2,left_hand,978.18294,677.5616233333334
40,2,right_hand,1049.1322666666667,709.94868
41,1,left_hand,1228.0843333333332,734.6376533333333
41,1,right_hand,1193.6510333333333,745.7655866666665
41,2,left_hand,978.2263066666666,677.5374133333333
41,2,right_hand,1049.1319333333333,709.9828633333333
42,1,left_hand,1228.0610666666669,734.6929533333333
42,1,right_hand,1193.6452666666667,745.8213966666667
42,2,left_hand,978.2275833333333,677.5739699999999
42,2,right_hand,1049.0921333333333,709.9627466666667
43,1,left_hand,1232.3774999999998,734.0714133333332
43,1,right_hand,1202.1474666666666,754.03812
43,2,left_hand,975.4544000000001,674.59103
43,2,right_hand,1050.6612,706.8533433333333
44,1,left_hand,1232.5563666666667,733.3071
44,1,right_hand,1202.1644666666666,754.07507
44,2,left_hand,975.4538666666667,674.5878333333334
44,2,right_hand,1050.7368,706.8795833333334
45,1,left_hand,1235.8237,752.5524333333333
45,1,right_hand,1203.1083,760.1940500000001
45,2,left_hand,973.5352333333334,669.764
45,2,right_hand,1049.8034666666667,702.0546
46,1,left_hand,1236.0729666666668,752.9644200000001
46,1,right_hand,1203.0683999999999,760.2591333333334
46,2,left_hand,973.5084499999999,669.6067533333334
46,2,right_hand,1049.6779666666669,701.90483
47,1,left_hand,1251.8572666666666,769.6487900000001
47,1,right_hand,1206.2240333333332,761.94227
47,2,left_hand,972.71468,664.5978800000001
47,2,right_hand,1047.1627666666666,700.6290233333334
48,1,left_hand,1251.8545333333334,769.8294166666668
48,1,right_hand,1206.2106,761.9395933333334
48,2,left_hand,972.71902,664.68396
48,2,right_hand,1047.1603333333333,700.6212133333333
49,1,left_hand,1251.8094666666666,769.8315833333335
49,1,right_hand,1206.1777000000002,762.0232466666666
49,2,left_hand,972.7012799999999,664.6693799999999
49,2,right_hand,1047.1513000000002,700.6289999999999
50,1,left_hand,1263.6587,770.8059666666667
50,1,right_hand,1212.0976666666666,767.0828333333334
50,2,left_hand,970.4265999999999,658.8125799999999
50,2,right_hand,1044.5926666666667,699.8800333333334
51,1,left_hand,1263.3659,770.0476400000001
51,1,right_hand,1212.2540000000001,767.0076533333335
51,2,left_hand,970.4224566666667,658.8548999999999
51,2,right_hand,1044.5829666666666,699.9805799999999
52,1,left_hand,1263.1868666666667,777.3192766666666
52,1,right_hand,1231.4712,777.0689133333332
52,2,left_hand,969.8750566666668,657.3638733333333
52,2,right_hand,1042.4148333333333,699.1775333333334
53,1,left_hand,1263.9020333333335,777.5880666666667
53,1,right_hand,1228.4794,776.1415833333334
53,2,left_hand,969.8664133333335,657.3520666666667
53,2,right_hand,1042.3835333333334,699.2052266666666
54,1,left_hand,1265.2357666666667,778.0709466666667
54,1,right_hand,1228.0775,775.8903333333333
54,2,left_hand,969.8968333333333,657.2807566666667
54,2,right_hand,1042.2425333333333,699.0053133333334
55,1,left_hand,1305.8346666666666,757.0183966666667
55,1,right_hand,1267.2308,786.7552333333333
55,2,left_hand,969.2845733333334,655.6591766666667
55,2,right_hand,1039.0260999999998,700.1565766666666
56,1,left_hand,1308.1476666666667,756.0264066666667
56,1,right_hand,1267.2175333333334,787.5097433333334
56,2,left_hand,969.2374133333333,655.77608
56,2,right_hand,1038.9983666666667,700.0881166666667
57,1,left_hand,1278.8308333333334,785.1941566666666
57,1,right_hand,1276.1168666666665,801.3094266666667
57,2,left_hand,970.5626766666668,655.6293999999999
57,2,right_hand,1037.6975,702.3491333333333
58,1,left_hand,1278.5819333333334,784.7052
58,1,right_hand,1276.2226666666666,801.17953
58,2,left_hand,970.6177233333333,655.588
58,2,right_hand,1037.6675000000002,702.1626
59,1,left_hand,1310.5819666666666,797.80748
59,1,right_hand,1228.6249333333333,785.2480533333334
59,2,left_hand,973.1698533333333,656.2907133333333
59,2,right_hand,1037.6143333333332,699.1758
60,1,left_hand,1311.1603333333333,796.6147333333333
60,1,right_hand,1228.4999666666665,785.5044133333334
60,2,left_hand,973.0583633333332,656.3118166666667
60,2,right_hand,1037.7093666666667,699.37125
61,1,left_hand,1311.6990333333333,795.7269533333333
61,1,right_hand,1228.5224666666666,785.5178599999999
61,2,left_hand,973.0081333333333,656.2850766666667
61,2,right_hand,1037.6880333333336,699.3462
62,1,left_hand,1321.2427333333333,793.27448
62,1,right_hand,1229.5665666666666,790.8056966666667
62,2,left_hand,975.7416,649.61942
62,2,right_hand,1037.4619666666665,697.33061
63,1,left_hand,1320.6372333333334,794.7776366666667
63,1,right_hand,1229.5664666666667,790.8218333333333
63,2,left_hand,975.6885900000001,649.3785866666667
63,2,right_hand,1037.4948333333332,697.3215100000001
64,1,left_hand,1327.8451000000002,767.1412866666666
64,1,right_hand,1229.693,793.1711799999999
64,2,left_hand,978.1493666666667,643.5139800000001
64,2,right_hand,1038.8176,693.48767
65,1,left_hand,1327.7991,767.2374133333333
65,1,right_hand,1229.6652000000001,793.1668666666666
65,2,left_hand,978.1708766666666,643.8857433333334
65,2,right_hand,1038.8733,693.3290000000001
66,1,left_hand,1327.8483333333334,767.0653766666666
66,1,right_hand,1229.5999000000002,793.3998333333333
66,2,left_hand,978.2163333333333,644.0552533333333
66,2,right_hand,1038.8601333333334,693.40538
67,1,left_hand,1325.8289666666667,770.7991566666666
67,1,right_hand,1230.9210333333333,801.9720666666667
67,2,left_hand,980.3644866666667,638.6541133333334
67,2,right_hand,1039.6593333333333,689.9123833333333
68,1,left_hand,1325.9233666666669,771.0530033333333
68,1,right_hand,1230.8805,801.9894333333333
68,2,left_hand,980.3125366666667,638.3767066666668
68,2,right_hand,1039.5974333333331,689.9815199999999
69,1,left_hand,1325.3845666666666,775.0376333333334
69,1,right_hand,1226.5866666666668,811.2876166666666
69,2,left_hand,983.20601,636.09881
69,2,right_hand,1042.1332333333332,686.7320199999999
70,1,left_hand,1325.4162,774.9999333333332
70,1,right_hand,1226.5816000000002,811.1574666666667
70,2,left_hand,983.1578133333333,635.9056333333334
70,2,right_hand,1042.1415666666664,686.72745
71,1,left_hand,1320.5065666666667,777.7369333333332
71,1,right_hand,1230.3574666666666,834.8322733333334
71,2,left_hand,985.1614,636.6810833333333
71,2,right_hand,1044.8615666666667,686.0343200000001
72,1,left_hand,1320.7004333333332,777.7203633333334
72,1,right_hand,1230.0417333333332,833.6785833333333
72,2,left_hand,985.1956533333332,636.8066166666666
72,2,right_hand,1044.8946666666668,686.0370966666666
73,1,left_hand,1320.8207,777.67906
73,1,right_hand,1229.9714333333334,833.42508
73,2,left_hand,985.2160833333334,636.8231866666666
73,2,right_hand,1044.8942666666667,686.0345133333334
74,1,left_hand,1323.3441333333333,776.6302333333333
74,1,right_hand,1229.7838666666667,845.9259333333333
74,2,left_hand,985.4340566666666,636.2265633333334
74,2,right_hand,1047.3262,687.1026666666667
75,1,left_hand,1323.3751666666667,776.5706966666667
75,1,right_hand,1229.3764333333334,845.7164866666667
75,2,left_hand,985.4250766666668,636.14458
75,2,right_hand,1047.4101,687.2631333333334
76,1,left_hand,1312.4433999999999,770.4879500000001
76,1,right_hand,1231.7555666666667,853.8237433333334
76,2,left_hand,985.8133566666667,637.5283166666667
76,2,right_hand,1049.7167333333334,690.7158466666666
77,1,left_hand,1312.4022666666667,770.4508500000001
77,1,right_hand,1231.8192000000001,853.9513000000001
77,2,left_hand,985.7933866666666,637.5578466666667
77,2,right_hand,1049.6847,690.6992
78,1,left_hand,1312.6630333333335,770.6416333333333
78,1,right_hand,1231.8803,853.9931666666666
78,2,left_hand,985.7750866666665,637.6251533333333
78,2,right_hand,1049.7070333333334,690.6852866666667
79,1,left_hand,1283.1014333333333,841.4791966666667
79,1,right_hand,1248.5805,856.3060466666666
79,2,left_hand,985.6391633333333,636.5393833333333
79,2,right_hand,1051.3611,693.7180533333334
80,1,left_hand,1283.1878,841.5298566666667
80,1,right_hand,1248.8283,856.3620733333333
80,2,left_hand,985.7939666666667,638.0838
80,2,right_hand,1051.5119,693.7275466666666
81,1,left_hand,1264.9539000000002,778.0818499999999
81,1,right_hand,1270.3813,870.4027900000001
81,2,left_hand,986.9004600000002,637.3294666666667
81,2,right_hand,1055.0423333333333,693.5579333333334
82,1,left_hand,1265.2092,778.0730366666667
82,1,right_hand,1270.3868666666667,870.39617
82,2,left_hand,986.8537533333333,638.1887166666667
82,2,right_hand,1055.2205000000001,693.6177200000001
83,1,left_hand,1248.8884666666665,787.6388000000001
83,1,right_hand,1276.9904666666666,874.8270466666667
83,2,left_hand,987.9143333333333,644.6066833333333
83,2,right_hand,1057.7412666666667,693.7989299999999
84,1,left_hand,1249.1009000000001,787.9347666666667
84,1,right_hand,1276.9100333333333,874.8220533333333
84,2,left_hand,987.9519666666665,644.7268533333332
84,2,right_hand,1057.7257333333334,693.7026
85,1,left_hand,1249.1290666666666,787.7809533333334
85,1,right_hand,1277.0455333333332,875.0792
85,2,left_hand,987.94302,644.7163333333334
85,2,right_hand,1057.7404333333334,693.6804866666666
86,1,left_hand,1234.3304,801.7799166666667
86,1,right_hand,1279.3655666666666,894.89838
86,2,left_hand,987.1197666666667,640.3024866666667
86,2,right_hand,1056.8075666666666,685.82741
87,1,left_hand,1234.3746,801.7082766666667
87,1,right_hand,1279.271,894.7129666666666
87,2,left_hand,987.1116999999999,640.3462000000001
87,2,right_hand,1056.7288666666666,685.7443366666666
88,1,left_hand,1229.0644333333332,805.0418233333334
88,1,right_hand,1276.8618333333334,882.7185
88,2,left_hand,988.9969666666666,638.6630333333333
88,2,right_hand,1057.3885,680.7692166666667
89,1,left_hand,1224.4893666666667,804.8146266666666
89,1,right_hand,1279.9240666666667,883.3556633333334
89,2,left_hand,988.9990633333333,638.6409333333332
89,2,right_hand,1057.3740333333333,680.8258866666666
90,1,left_hand,1224.5368666666666,805.1300133333334
90,1,right_hand,1280.0253333333335,883.20912
90,2,left_hand,989.0121833333333,638.5831633333333
90,2,right_hand,1057.3653000000002,680.83535
91,1,left_hand,1217.1006333333335,799.1888333333333
91,1,right_hand,1276.3477333333333,873.5420333333333
91,2,left_hand,988.9162633333334,638.09328
91,2,right_hand,1058.6569666666667,686.3299833333334
92,1,left_hand,1216.8867666666667,798.9271
92,1,right_hand,1276.3453666666667,873.4675433333333
92,2,left_hand,988.9560099999999,638.03182
92,2,right_hand,1058.6454,686.3606466666666
93,1,left_hand,1187.7017333333333,799.8822766666667
93,1,right_hand,1259.0802999999999,842.2976233333334
93,2,left_hand,990.1226633333332,642.8620233333334
93,2,right_hand,1059.7244333333333,681.50431
94,1,left_hand,1187.7082,799.77866
94,1,right_hand,1259.0154333333332,842.1765333333333
94,2,left_hand,990.12255,642.9160833333334
94,2,right_hand,1059.7356666666665,681.6407833333333
95,1,left_hand,1172.8333,789.9306233333333
95,1,right_hand,1253.3520666666666,818.29615
95,2,left_hand,989.9633433333333,642.2703
95,2,right_hand,1058.5164666666667,693.3897266666667
96,1,left_hand,1172.8117333333332,789.9625
96,1,right_hand,1253.3944000000001,818.5334999999999
96,2,left_hand,990.0205000000001,642.39768
96,2,right_hand,1058.4716,693.0510600000001
97,1,left_hand,1172.8015333333333,790.0212833333334
97,1,right_hand,1253.4445666666668,818.63004
97,2,left_hand,989.9760466666667,642.2413033333333
97,2,right_hand,1058.4488666666666,693.0932433333334
98,1,left_hand,1156.5314333333336,784.0100833333332
98,1,right_hand,1240.5761666666667,805.5195233333334
98,2,left_hand,986.99814,651.1572433333332
98,2,right_hand,1062.8905,699.4640033333334
99,1,left_hand,1156.4165666666665,784.0242533333334
99,1,right_hand,1240.5327666666665,805.5431566666666
99,2,left_hand,987.05778,651.0548466666665
99,2,right_hand,1062.3826000000001,697.98279
100,1,left_hand,1139.7057333333335,777.1752333333334
100,1,right_hand,1236.5972333333334,801.8043199999998
100,2,left_hand,981.92622,656.3853933333334
100,2,right_hand,1063.2169,699.0874966666667
101,1,left_hand,1139.6853333333333,777.1387
101,1,right_hand,1237.3297999999998,801.5052999999999
101,2,left_hand,981.9247666666666,656.4653933333333
101,2,right_hand,1063.2193666666665,699.0956333333334
102,1,left_hand,1139.5889,777.18636
102,1,right_hand,1237.5249666666668,801.2130766666666
102,2,left_hand,982.0047433333334,656.2906433333334
102,2,right_hand,1063.2036666666665,699.0969833333334
103,1,left_hand,1128.0265,770.9796766666667
103,1,right_hand,1219.0933666666667,800.7014800000001
103,2,left_hand,977.8606133333333,668.9882000000001
103,2,right_hand,1062.8138666666666,702.9946
104,1,left_hand,1127.7754000000002,771.0386733333333
104,1,right_hand,1219.6047,802.1368666666667
104,2,left_hand,977.8897499999999,669.2199533333334
104,2,right_hand,1062.7321,702.8591333333334
105,1,left_hand,1113.7420666666665,769.6610133333334
105,1,right_hand,1211.9312666666667,811.7336333333333
105,2,left_hand,973.6897,676.9903333333333
105,2,right_hand,1061.5191333333332,706.9660666666667
106,1,left_hand,1113.7365666666667,769.6338533333334
106,1,right_hand,1211.8275666666666,811.7013566666666
106,2,left_hand,973.7058366666666,676.9792666666667
106,2,right_hand,1061.5270666666668,706.9166266666666
107,1,left_hand,1104.3494666666666,770.6262833333334
107,1,right_hand,1197.0555333333334,800.7413033333333
107,2,left_hand,965.01352,686.7016233333334
107,2,right_hand,1053.6703333333332,702.7375333333333
108,1,left_hand,1104.3718,770.7793433333333
108,1,right_hand,1197.5129,801.08787
108,2,left_hand,964.9569233333333,686.8349466666667
108,2,right_hand,1053.6757,702.6373033333333
109,1,left_hand,1104.3704666666665,770.7577066666666
109,1,right_hand,1197.4261666666669,800.9556200000001
109,2,left_hand,965.05795,686.4988199999999
109,2,right_hand,1053.6947666666665,702.66707
110,1,left_hand,1095.0067666666666,773.7661433333334
110,1,right_hand,1170.5267666666666,774.8061333333332
110,2,left_hand,955.2896533333334,689.3121533333334
110,2,right_hand,1033.8376666666666,692.9539100000001
111,1,left_hand,1095.0122666666666,773.7344833333333
111,1,right_hand,1170.5597333333333,774.9808800000001
111,2,left_hand,955.3732466666667,689.2210733333333
111,2,right_hand,1033.8340166666667,692.9124333333333
112,1,left_hand,1090.0373333333334,776.0383533333334
112,1,right_hand,1157.9502999999997,781.7518666666666
112,2,left_hand,946.7164200000001,691.6611300000001
112,2,right_hand,1018.2865533333334,691.9258633333334
113,1,left_hand,1090.0512333333334,776.02858
113,1,right_hand,1158.0372333333332,781.75204
113,2,left_hand,946.66757,691.60172
113,2,right_hand,1018.25948,691.9211133333333
114,1,left_hand,1090.0298,776.0123966666666
114,1,right_hand,1157.9650666666666,781.65962
114,2,left_hand,946.66885,691.6004666666666
114,2,right_hand,1018.2743466666667,691.8404833333334
115,1,left_hand,1080.3532666666667,759.2197333333334
115,1,right_hand,1138.5091666666665,770.76566
115,2,left_hand,935.3440333333333,687.0112599999999
115,2,right_hand,987.5798,686.13215
116,1,left_hand,1080.3999000000001,759.2761533333334
116,1,right_hand,1138.6466333333333,770.8669466666666
116,2,left_hand,935.332,687.0926666666668
116,2,right_hand,987.55078,686.10851
117,1,left_hand,1057.3123999999998,752.0049833333333
117,1,right_hand,1133.0163666666667,765.4388366666667
117,2,left_hand,924.2405,683.4352966666665
117,2,right_hand,962.7729499999999,683.0251866666666
118,1,left_hand,1057.1922333333332,751.9275333333334
118,1,right_hand,1133.0798333333332,765.5789366666668
118,2,left_hand,924.2330099999999,683.4527333333334
118,2,right_hand,962.9287899999999,683.0188066666666
119,1,left_hand,1057.0650333333333,748.67125
119,1,right_hand,1132.7151666666666,768.7275799999999
119,2,left_hand,914.2151633333333,685.6696833333332
119,2,right_hand,944.1096166666666,682.4895799999999
120,1,left_hand,1057.1510666666668,748.6542800000001
120,1,right_hand,1132.5006666666668,768.8348033333332
120,2,left_hand,914.6442666666667,685.6462333333334
120,2,right_hand,944.0459733333333,682.58831
121,1,left_hand,1057.1955,748.6444333333334
121,1,right_hand,1132.52,768.8058666666666
121,2,left_hand,914.6227,685.6667166666666
121,2,right_hand,944.0005366666666,682.5830766666667
122,1,left_hand,1050.6469,747.3417
122,1,right_hand,1125.5364000000002,762.3205666666667
122,2,left_hand,907.9624333333333,689.4393799999999
122,2,right_hand,922.2464833333333,683.9029999999999
123,1,left_hand,1051.8093333333334,749.5155466666666
123,1,right_hand,1125.4453999999998,763.42245
123,2,left_hand,908.1119233333333,689.4523166666668
123,2,right_hand,922.49818,683.92043
124,1,left_hand,1041.5712666666666,742.9198299999999
124,1,right_hand,1118.0972,754.7432
124,2,left_hand,892.5908,693.0175800000001
124,2,right_hand,904.20712,689.32627
125,1,left_hand,1041.5398333333335,742.9332333333333
125,1,right_hand,1118.0815333333333,754.7543566666667
125,2,left_hand,892.6330200000001,693.0447166666667
125,2,right_hand,904.1491000000001,689.3651333333333
126,1,left_hand,1041.5230333333334,742.69218
126,1,right_hand,1118.0794333333333,754.6228333333333
126,2,left_hand,892.60592,693.03321
126,2,right_hand,904.2919633333335,689.2782133333334
127,1,left_hand,1024.8118466666667,736.4344966666667
127,1,right_hand,1106.7948333333334,744.46322
127,2,left_hand,882.6963000000001,695.1591466666667
127,2,right_hand,888.1608233333333,691.3874433333334
128,1,left_hand,1024.6715900000002,736.3581600000001
128,1,right_hand,1106.7106,744.4793800000001
128,2,left_hand,882.6072333333333,695.1568000000001
128,2,right_hand,888.21621,690.9094533333333
129,1,left_hand,1014.1645333333335,727.6266866666666
129,1,right_hand,1097.8016666666665,740.8874333333333
129,2,left_hand,874.76962,702.9994666666666
129,2,right_hand,874.9879333333333,692.4385566666666
130,1,left_hand,1014.1772333333333,727.5981433333333
130,1,right_hand,1097.8382,740.88483
130,2,left_hand,874.79885,703.00327
130,2,right_hand,874.9779333333332,692.6641
131,1,left_hand,1010.1818,720.37458
131,1,right_hand,1088.4755333333333,730.9539199999999
131,2,left_hand,860.4248333333334,707.9283333333333
131,2,right_hand,864.8413999999999,690.8989
132,1,left_hand,1007.3103,719.66739
132,1,right_hand,1089.222,731.2099466666667
132,2,left_hand,860.5447333333333,708.1549533333333
132,2,right_hand,864.9069033333334,690.6890666666667
133,1,left_hand,1007.2997433333334,719.6745833333334
133,1,right_hand,1089.2388333333333,731.2428633333334
133,2,left_hand,860.6952966666668,708.0535666666668
133,2,right_hand,865.0000566666668,690.7463066666666
134,1,left_hand,995.4645,715.8509666666665
134,1,right_hand,1081.8070333333333,723.4966633333333
134,2,left_hand,850.6781333333333,722.0034533333334
134,2,right_hand,841.99412,699.3779666666666
135,1,left_hand,995.4524366666666,715.8421166666667
135,1,right_hand,1081.8579,723.4273366666666
135,2,left_hand,850.77612,722.2430933333334
135,2,right_hand,842.0570633333333,699.5777566666666
136,1,left_hand,980.5274800000001,711.7722966666666
136,1,right_hand,1071.0773,714.8289799999999
136,2,left_hand,806.8659966666665,708.7992800000001
136,2,right_hand,851.3857333333334,722.8027466666666
137,1,left_hand,980.5278533333334,711.7801333333333
137,1,right_hand,1071.0181,714.84899
137,2,left_hand,806.8293166666666,708.7789666666667
137,2,right_hand,851.3375,722.8111133333333
138,1,left_hand,980.5220666666668,711.7654466666667
138,1,right_hand,1071.0295666666668,714.8446933333333
138,2,left_hand,806.8204766666667,708.8127833333333
138,2,right_hand,851.4332499999999,722.8330333333333
139,1,left_hand,973.7779666666667,707.1944666666667
139,1,right_hand,1058.4997,714.3185666666667
139,2,left_hand,796.6392266666667,716.91475
139,2,right_hand,807.3484066666666,714.8232433333333
140,1,left_hand,973.43108,707.0992633333334
140,1,right_hand,1058.2870333333333,714.2601533333333
140,2,left_hand,795.1185166666668,716.0757766666667
140,2,right_hand,809.5807333333333,715.2720133333333
141,1,left_hand,959.3931066666668,706.2234833333333
141,1,right_hand,1054.4528666666665,712.1711933333332
141,2,left_hand,829.1065333333332,734.80614
141,2,right_hand,796.7084333333333,713.72021
142,1,left_hand,959.4023333333333,706.16573
142,1,right_hand,1054.4277666666667,712.0592666666666
142,2,left_hand,829.3452366666667,734.9117833333333
142,2,right_hand,796.5113166666666,713.6245466666666
143,1,left_hand,941.5312833333334,707.0892566666666
143,1,right_hand,1048.56311,709.3759833333334
143,2,left_hand,825.6394866666666,734.9252200000001
143,2,right_hand,816.9469666666668,710.5343866666666
