frame,person_id,keypoint_id,keypoint_name,x,y,conf
3,1,2,right_eye,1076.1687,624.2996,0.0395133
3,1,3,left_ear,1058.6259,625.543,0.57953525
3,1,4,right_ear,1084.3914,629.872,0.73640513
3,1,5,left_shoulder,1041.8042,649.2111,0.9931734
3,1,6,right_shoulder,1082.8522,661.445,0.9964981
3,1,7,left_elbow,1014.84906,683.8805,0.92237085
3,1,8,right_elbow,1093.6881,710.7906,0.97095764
3,1,9,left_wrist,1029.2834,695.5729,0.719906
3,1,10,right_wrist,1126.5253,728.21735,0.8406742
3,1,11,left_hip,1018.84705,725.30804,0.9983569
3,1,12,right_hip,1055.3201,731.0257,0.9988393
3,1,13,left_knee,990.1033,759.1716,0.9908511
3,1,14,right_knee,1088.6772,771.7127,0.99356383
3,1,15,left_ankle,952.2266,804.5911,0.9624844
3,1,16,right_ankle,1106.2731,822.4472,0.9709563
4,1,0,nose,1084.322,625.7307,0.077420875
4,1,1,left_eye,1084.4011,620.91943,0.031142946
4,1,2,right_eye,1086.3312,622.5796,0.04248998
4,1,3,left_ear,1070.7389,622.6852,0.60410684
4,1,4,right_ear,1097.7168,628.12775,0.65242165
4,1,5,left_shoulder,1052.4215,647.7236,0.9840857
4,1,6,right_shoulder,1101.458,660.2801,0.9927248
4,1,7,left_elbow,1024.1833,675.1559,0.8553555
4,1,8,right_elbow,1113.8888,705.8134,0.95279735
4,1,9,left_wrist,1019.91174,685.4911,0.5448661
4,1,10,right_wrist,1136.2687,730.9045,0.7661336
4,1,11,left_hip,1037.0896,717.2759,0.9831678
4,1,12,right_hip,1070.6742,722.8603,0.9897021
4,1,13,left_knee,1036.9683,751.1917,0.84367114
4,1,14,right_knee,1096.3004,762.22174,0.9091248
4,1,15,left_ankle,1034.9225,809.174,0.49407995
4,1,16,right_ankle,1101.0928,812.1493,0.60784453
4,2,0,nose,1062.171,734.1332,0.0515492
4,2,1,left_eye,1062.9172,727.43225,0.016548513
4,2,2,right_eye,1063.394,729.07263,0.022615641
4,2,3,left_ear,1043.3163,724.2909,0.3788979
4,2,4,right_ear,1069.0752,731.07825,0.49011853
4,2,5,left_shoulder,1017.8495,740.2746,0.98929477
4,2,6,right_shoulder,1071.3047,758.7728,0.9880741
4,2,7,left_elbow,977.0135,768.352,0.96291333
4,2,8,right_elbow,1084.9967,807.4534,0.95471543
4,2,9,left_wrist,950.77924,796.80853,0.8991101
4,2,10,right_wrist,1096.6129,849.5275,0.8735842
4,2,11,left_hip,1000.02563,809.3244,0.9988477
4,2,12,right_hip,1038.3892,817.3792,0.9987827
4,2,13,left_knee,983.21814,864.7526,0.99719006
4,2,14,right_knee,1046.4932,882.70807,0.99679154
4,2,15,left_ankle,966.39734,919.61487,0.9900407
4,2,16,right_ankle,1054.2926,935.3033,0.9886429
5,1,0,nose,1084.6362,625.7558,0.07788752
5,1,1,left_eye,1084.6787,620.93463,0.03111927
5,1,2,right_eye,1086.5907,622.57806,0.043051336
5,1,3,left_ear,1070.7854,622.64233,0.6029467
5,1,4,right_ear,1097.8044,628.07294,0.6568223
5,1,5,left_shoulder,1052.3888,647.7407,0.9840947
5,1,6,right_shoulder,1101.5337,660.2401,0.9927898
5,1,7,left_elbow,1024.2034,675.1908,0.85395724
5,1,8,right_elbow,1113.8927,705.8353,0.95292646
5,1,9,left_wrist,1020.0674,685.6361,0.54094505
5,1,10,right_wrist,1136.3497,731.0153,0.76533127
5,1,11,left_hip,1037.0065,717.4459,0.98302543
5,1,12,right_hip,1070.7035,722.9869,0.98965657
5,1,13,left_knee,1037.0398,751.45886,0.84111285
5,1,14,right_knee,1096.5275,762.30725,0.907923
5,1,15,left_ankle,1034.8278,809.4718,0.48850438
5,1,16,right_ankle,1101.1766,812.1629,0.6034122
5,2,0,nose,1062.2722,734.0408,0.051634256
5,2,1,left_eye,1063.0115,727.32666,0.016574094
5,2,2,right_eye,1063.4897,728.9762,0.02269046
5,2,3,left_ear,1043.3562,724.1702,0.3802266
5,2,4,right_ear,1069.1412,730.98584,0.4922443
5,2,5,left_shoulder,1017.9234,740.2134,0.98934865
5,2,6,right_shoulder,1071.2742,758.76086,0.98813975
5,2,7,left_elbow,977.10187,768.31,0.9627851
5,2,8,right_elbow,1084.9102,807.3834,0.9546059
5,2,9,left_wrist,950.8149,796.8591,0.8984745
5,2,10,right_wrist,1096.5216,849.4721,0.8729381
5,2,11,left_hip,1000.01917,809.39465,0.99884367
5,2,12,right_hip,1038.3206,817.4976,0.9987791
5,2,13,left_knee,983.213,864.7246,0.9971705
5,2,14,right_knee,1046.4985,882.8954,0.99677175
5,2,15,left_ankle,966.3703,919.60583,0.9899732
5,2,16,right_ankle,1054.3698,935.5716,0.98856634
6,1,0,nose,1084.4515,625.7077,0.07831401
6,1,1,left_eye,1084.52,620.8872,0.031398848
6,1,2,right_eye,1086.4247,622.5388,0.043205354
6,1,3,left_ear,1070.791,622.61084,0.60448873
6,1,4,right_ear,1097.7448,628.0337,0.65619975
6,1,5,left_shoulder,1052.3752,647.70715,0.9841039
6,1,6,right_shoulder,1101.516,660.21423,0.9927925
6,1,7,left_elbow,1024.1635,675.12415,0.8539472
6,1,8,right_elbow,1113.9071,705.8513,0.9528847
6,1,9,left_wrist,1020.06537,685.6215,0.5412116
6,1,10,right_wrist,1136.3342,730.95435,0.76543075
6,1,11,left_hip,1037.0347,717.3977,0.98302436
6,1,12,right_hip,1070.7052,722.93506,0.98965526
6,1,13,left_knee,1037.1107,751.4336,0.8415905
6,1,14,right_knee,1096.5293,762.2397,0.9082319
6,1,15,left_ankle,1035.0006,809.4763,0.48998752
6,1,16,right_ankle,1101.2365,812.0686,0.60494244
6,2,0,nose,1062.3613,733.9655,0.052055914
6,2,1,left_eye,1063.0953,727.2476,0.016680378
6,2,2,right_eye,1063.5669,728.90173,0.022848614
6,2,3,left_ear,1043.4153,724.0588,0.38164398
6,2,4,right_ear,1069.1707,730.8847,0.49479634
6,2,5,left_shoulder,1017.9688,740.1594,0.98962003
6,2,6,right_shoulder,1071.297,758.69934,0.98827386
6,2,7,left_elbow,977.1122,768.27136,0.963721
6,2,8,right_elbow,1084.8853,807.2879,0.9548505
6,2,9,left_wrist,950.70197,797.1607,0.90029734
6,2,10,right_wrist,1096.4762,849.3218,0.87333316
6,2,11,left_hip,1000.08655,809.40784,0.99886477
6,2,12,right_hip,1038.3728,817.4902,0.9987914
6,2,13,left_knee,983.27606,864.7131,0.997191
6,2,14,right_knee,1046.4792,882.7663,0.9967642
6,2,15,left_ankle,966.42645,919.576,0.9899531
6,2,16,right_ankle,1054.3131,935.25977,0.98845786
7,1,0,nose,1109.1287,619.53577,0.09477221
7,1,1,left_eye,1106.6832,614.61475,0.025163999
7,1,2,right_eye,1108.8785,615.60406,0.07085218
7,1,3,left_ear,1082.462,616.8097,0.449792
7,1,4,right_ear,1110.9264,622.0802,0.787979
7,1,5,left_shoulder,1064.6013,643.8265,0.9833393
7,1,6,right_shoulder,1111.2993,656.5701,0.99616796
7,1,7,left_elbow,1035.9221,672.3382,0.7890148
7,1,8,right_elbow,1116.7812,703.5554,0.9724558
7,1,9,left_wrist,1037.2351,685.4819,0.43808785
7,1,10,right_wrist,1140.3374,726.51306,0.8268834
7,1,11,left_hip,1059.7573,718.5582,0.9915298
7,1,12,right_hip,1090.8937,725.17773,0.99628735
7,1,13,left_knee,1076.2792,749.56805,0.9365092
7,1,14,right_knee,1114.0089,761.10077,0.97471184
7,1,15,left_ankle,1071.2181,809.1849,0.75702137
7,1,16,right_ankle,1105.9896,812.0623,0.86508703
7,2,0,nose,1056.6194,721.0785,0.10261021
7,2,1,left_eye,1056.9204,714.42316,0.035191596
7,2,2,right_eye,1057.759,716.8525,0.04827859
7,2,3,left_ear,1039.8252,711.63025,0.51557565
7,2,4,right_ear,1064.8026,720.1108,0.63364285
7,2,5,left_shoulder,1014.7878,732.6984,0.9948913
7,2,6,right_shoulder,1068.5807,754.24994,0.9926779
7,2,7,left_elbow,974.78436,751.17755,0.973973
7,2,8,right_elbow,1077.8208,807.9075,0.9556647
7,2,9,left_wrist,955.71405,794.2692,0.90739095
7,2,10,right_wrist,1083.2048,851.5265,0.852594
7,2,11,left_hip,993.1116,809.4797,0.9985642
7,2,12,right_hip,1031.4583,815.29486,0.99824905
7,2,13,left_knee,980.2509,864.9659,0.99378633
7,2,14,right_knee,1041.4447,867.24646,0.9916613
7,2,15,left_ankle,967.7752,920.4035,0.97591954
7,2,16,right_ankle,1045.4062,906.45593,0.9700294
8,1,0,nose,1109.2533,619.5156,0.09495184
8,1,1,left_eye,1106.7954,614.5924,0.025079293
8,1,2,right_eye,1108.9855,615.56964,0.071004175
8,1,3,left_ear,1082.4391,616.76984,0.44804937
8,1,4,right_ear,1110.9166,622.03467,0.7884568
8,1,5,left_shoulder,1064.5825,643.8173,0.9834421
8,1,6,right_shoulder,1111.2106,656.4947,0.99618274
8,1,7,left_elbow,1035.9587,672.2829,0.7904827
8,1,8,right_elbow,1116.5586,703.43756,0.97262573
8,1,9,left_wrist,1037.6661,685.1787,0.4407341
8,1,10,right_wrist,1140.1749,726.36304,0.8280192
8,1,11,left_hip,1059.7251,718.56244,0.99168783
8,1,12,right_hip,1090.8761,725.12695,0.99635077
8,1,13,left_knee,1076.0654,750.04236,0.93767244
8,1,14,right_knee,1113.9938,761.32367,0.9751305
8,1,15,left_ankle,1071.1139,809.66296,0.75976104
8,1,16,right_ankle,1106.2434,812.19635,0.86661804
8,2,0,nose,1056.862,721.0109,0.10301179
8,2,1,left_eye,1057.1095,714.3479,0.034726217
8,2,2,right_eye,1057.946,716.78467,0.0489722
8,2,3,left_ear,1039.7639,711.5708,0.508539
8,2,4,right_ear,1064.7711,720.0976,0.6390081
8,2,5,left_shoulder,1014.7151,732.73157,0.9948763
8,2,6,right_shoulder,1068.5829,754.2748,0.9928115
8,2,7,left_elbow,974.8569,751.2611,0.9740018
8,2,8,right_elbow,1077.8345,807.8938,0.9571009
8,2,9,left_wrist,955.78186,794.4286,0.9081176
8,2,10,right_wrist,1083.2883,851.66235,0.85699886
8,2,11,left_hip,993.1377,809.5261,0.99856985
8,2,12,right_hip,1031.5562,815.32544,0.9982753
8,2,13,left_knee,980.252,865.0342,0.9937763
8,2,14,right_knee,1041.5173,867.1462,0.99174917
8,2,15,left_ankle,967.74756,920.40314,0.97574276
8,2,16,right_ankle,1045.3839,906.39246,0.97008383
9,1,0,nose,1123.5516,618.34283,0.08892603
9,1,1,left_eye,1121.665,612.9068,0.020672685
9,1,2,right_eye,1122.4092,613.52484,0.06453149
9,1,3,left_ear,1098.1931,613.6636,0.42844802
9,1,4,right_ear,1122.1788,618.2231,0.7956996
9,1,5,left_shoulder,1078.7098,640.6668,0.98962045
9,1,6,right_shoulder,1121.7158,650.7683,0.9974663
9,1,7,left_elbow,1054.129,663.959,0.8599736
9,1,8,right_elbow,1127.9982,697.88696,0.98184437
9,1,9,left_wrist,1069.8926,659.5179,0.56408817
9,1,10,right_wrist,1155.022,723.1734,0.87796104
9,1,11,left_hip,1069.2495,718.0404,0.99743843
9,1,12,right_hip,1098.1287,721.86694,0.99882656
9,1,13,left_knee,1079.0979,765.58765,0.98303103
9,1,14,right_knee,1113.8492,770.0027,0.9927804
9,1,15,left_ankle,1075.8223,821.639,0.91543204
9,1,16,right_ankle,1108.8398,814.13916,0.95424443
9,2,0,nose,1053.2662,711.6854,0.11908537
9,2,1,left_eye,1052.867,705.24097,0.034584124
9,2,2,right_eye,1052.9954,707.0878,0.077046394
9,2,3,left_ear,1032.0132,701.98413,0.40198395
9,2,4,right_ear,1055.5662,709.05457,0.73681504
9,2,5,left_shoulder,1006.82043,725.4263,0.9915542
9,2,6,right_shoulder,1060.824,740.3723,0.9902074
9,2,7,left_elbow,968.21875,751.95355,0.94153637
9,2,8,right_elbow,1071.1678,789.3119,0.9313476
9,2,9,left_wrist,962.5095,791.77936,0.80433017
9,2,10,right_wrist,1073.0248,831.94543,0.7727777
9,2,11,left_hip,987.70386,804.11774,0.9974692
9,2,12,right_hip,1026.5768,807.58435,0.9972452
9,2,13,left_knee,980.5511,862.11676,0.9911101
9,2,14,right_knee,1042.2963,860.32983,0.9897775
9,2,15,left_ankle,968.5512,921.27045,0.9738098
9,2,16,right_ankle,1044.7079,908.00464,0.9707782
10,1,0,nose,1123.591,618.0525,0.09104001
10,1,1,left_eye,1121.6635,612.653,0.021014787
10,1,2,right_eye,1122.3937,613.26056,0.06628631
10,1,3,left_ear,1098.1687,613.54486,0.42656752
10,1,4,right_ear,1122.0319,618.06647,0.79873264
10,1,5,left_shoulder,1078.6193,640.6423,0.9897739
10,1,6,right_shoulder,1121.7433,650.69214,0.9974728
10,1,7,left_elbow,1053.9932,663.904,0.8621187
10,1,8,right_elbow,1128.0621,697.8303,0.9818786
10,1,9,left_wrist,1069.987,659.2306,0.56887954
10,1,10,right_wrist,1154.9667,723.16534,0.8787362
10,1,11,left_hip,1069.203,718.036,0.9974482
10,1,12,right_hip,1098.1527,721.8327,0.998823
10,1,13,left_knee,1078.9758,765.6006,0.9830514
10,1,14,right_knee,1113.8068,770.0411,0.992737
10,1,15,left_ankle,1075.7487,821.63434,0.9151754
10,1,16,right_ankle,1108.7716,814.2871,0.9538243
10,2,0,nose,1053.3308,711.6492,0.11972328
10,2,1,left_eye,1052.9048,705.2034,0.034599323
10,2,2,right_eye,1053.0447,707.04785,0.077712566
10,2,3,left_ear,1031.9647,701.9488,0.39972034
10,2,4,right_ear,1055.5306,709.025,0.737967
10,2,5,left_shoulder,1006.80695,725.4154,0.99150366
10,2,6,right_shoulder,1060.7988,740.37,0.9902525
10,2,7,left_elbow,968.2121,751.96277,0.94128186
10,2,8,right_elbow,1071.1635,789.34064,0.93206817
10,2,9,left_wrist,962.4668,791.7735,0.8043388
10,2,10,right_wrist,1073.0717,832.10046,0.7750449
10,2,11,left_hip,987.8132,804.1384,0.9974572
10,2,12,right_hip,1026.6683,807.61285,0.997248
10,2,13,left_knee,980.6111,862.076,0.99106675
10,2,14,right_knee,1042.2623,860.30536,0.989792
10,2,15,left_ankle,968.6021,921.10333,0.97369564
10,2,16,right_ankle,1044.6573,907.9908,0.97078663
11,1,0,nose,1136.0099,611.69635,0.11311458
11,1,1,left_eye,1133.7212,606.71826,0.02456153
11,1,2,right_eye,1134.9318,607.6197,0.087872066
11,1,3,left_ear,1107.9569,608.5752,0.38116834
11,1,4,right_ear,1133.2423,613.9661,0.82305294
11,1,5,left_shoulder,1088.31,633.8472,0.9890911
11,1,6,right_shoulder,1130.5972,647.48535,0.9968477
11,1,7,left_elbow,1058.2373,658.3777,0.87030166
11,1,8,right_elbow,1132.269,695.7037,0.97861964
11,1,9,left_wrist,1071.6538,662.9954,0.600169
11,1,10,right_wrist,1155.7537,725.60455,0.8654041
11,1,11,left_hip,1075.1354,712.25977,0.9962758
11,1,12,right_hip,1104.4387,718.17194,0.9980737
11,1,13,left_knee,1078.7032,759.4843,0.9696028
11,1,14,right_knee,1117.0931,767.6351,0.9848188
11,1,15,left_ankle,1068.4485,812.3828,0.8417601
11,1,16,right_ankle,1107.2748,810.0418,0.899806
11,2,0,nose,1045.7815,700.5759,0.11217741
11,2,1,left_eye,1045.7465,694.78625,0.047835886
11,2,2,right_eye,1046.4261,696.42487,0.058335193
11,2,3,left_ear,1027.4425,692.6367,0.5606685
11,2,4,right_ear,1052.8647,698.06964,0.6473313
11,2,5,left_shoulder,1000.94073,714.80145,0.99323165
11,2,6,right_shoulder,1056.7046,727.0392,0.98928225
11,2,7,left_elbow,962.34485,739.2545,0.9592772
11,2,8,right_elbow,1071.226,763.1813,0.9180196
11,2,9,left_wrist,970.83124,776.4437,0.8462045
11,2,10,right_wrist,1068.0505,773.6038,0.72385556
11,2,11,left_hip,985.53577,799.01715,0.9974286
11,2,12,right_hip,1024.7411,803.35205,0.99646795
11,2,13,left_knee,981.2478,858.3183,0.9905433
11,2,14,right_knee,1041.7236,858.0835,0.98516047
11,2,15,left_ankle,966.71655,920.7144,0.97132945
11,2,16,right_ankle,1040.643,909.2822,0.96006846
12,1,0,nose,1135.8988,612.0196,0.11402739
12,1,1,left_eye,1133.5796,607.04443,0.024789795
12,1,2,right_eye,1134.7842,607.94904,0.08863473
12,1,3,left_ear,1107.8536,608.79407,0.37862945
12,1,4,right_ear,1132.9937,614.19617,0.82175046
12,1,5,left_shoulder,1088.2844,633.82605,0.9888998
12,1,6,right_shoulder,1130.5583,647.4877,0.9967822
12,1,7,left_elbow,1058.2113,658.4373,0.8698371
12,1,8,right_elbow,1132.387,695.61365,0.9784534
12,1,9,left_wrist,1071.5635,663.2642,0.6011393
12,1,10,right_wrist,1155.7809,725.5862,0.8656567
12,1,11,left_hip,1075.2761,712.12463,0.9961987
12,1,12,right_hip,1104.5548,718.06616,0.99803156
12,1,13,left_knee,1078.7325,759.1337,0.96918416
12,1,14,right_knee,1117.1266,767.46954,0.98459643
12,1,15,left_ankle,1068.3651,811.8845,0.8407359
12,1,16,right_ankle,1107.1699,810.03174,0.8990193
12,2,0,nose,1045.862,700.5756,0.11214595
12,2,1,left_eye,1045.8202,694.7946,0.047712747
12,2,2,right_eye,1046.485,696.4326,0.05851229
12,2,3,left_ear,1027.4535,692.62134,0.55909723
12,2,4,right_ear,1052.8286,698.0625,0.64840484
12,2,5,left_shoulder,1000.90656,714.73224,0.993208
12,2,6,right_shoulder,1056.6543,726.95544,0.9891963
12,2,7,left_elbow,962.3605,739.2204,0.9589999
12,2,8,right_elbow,1071.289,763.0514,0.9170802
12,2,9,left_wrist,970.9124,776.48346,0.8449892
12,2,10,right_wrist,1068.2904,773.7087,0.7211224
12,2,11,left_hip,985.4817,798.95123,0.99741817
12,2,12,right_hip,1024.6843,803.2998,0.9964449
12,2,13,left_knee,981.16614,858.3027,0.9905199
12,2,14,right_knee,1041.7214,858.1817,0.9850841
12,2,15,left_ankle,966.6389,920.8167,0.97132707
12,2,16,right_ankle,1040.6196,909.4437,0.9599654
13,1,0,nose,1135.828,612.05164,0.11284189
13,1,1,left_eye,1133.516,607.08105,0.0247156
13,1,2,right_eye,1134.7096,607.97943,0.08757319
13,1,3,left_ear,1107.8372,608.82275,0.3823763
13,1,4,right_ear,1132.9828,614.2075,0.8210305
13,1,5,left_shoulder,1088.278,633.84045,0.98892736
13,1,6,right_shoulder,1130.5862,647.4701,0.99679846
13,1,7,left_elbow,1058.1746,658.49207,0.8692825
13,1,8,right_elbow,1132.3865,695.60657,0.9784088
13,1,9,left_wrist,1071.8397,663.0826,0.59861743
13,1,10,right_wrist,1155.6326,725.5477,0.8646622
13,1,11,left_hip,1075.333,712.0784,0.99621046
13,1,12,right_hip,1104.6411,718.0264,0.998041
13,1,13,left_knee,1078.8175,759.04474,0.96925384
13,1,14,right_knee,1117.2352,767.4871,0.9846599
13,1,15,left_ankle,1068.5171,811.7615,0.8412534
13,1,16,right_ankle,1107.3269,810.02435,0.89951354
13,2,0,nose,1047.0244,700.5461,0.11447398
13,2,1,left_eye,1046.8208,694.7677,0.04647042
13,2,2,right_eye,1047.4475,696.40045,0.062079433
13,2,3,left_ear,1027.5381,692.45306,0.53876066
13,2,4,right_ear,1052.8162,698.0099,0.6662925
13,2,5,left_shoulder,1000.8161,714.5009,0.99311054
13,2,6,right_shoulder,1056.3381,726.7046,0.9895354
13,2,7,left_elbow,962.2546,739.22003,0.958184
13,2,8,right_elbow,1071.1544,762.46423,0.92113686
13,2,9,left_wrist,970.83496,776.37964,0.843869
13,2,10,right_wrist,1068.6179,773.2742,0.73147523
13,2,11,left_hip,985.4273,798.82544,0.99741143
13,2,12,right_hip,1024.4722,803.2392,0.9965192
13,2,13,left_knee,981.2022,858.2286,0.99043876
13,2,14,right_knee,1041.5482,858.2871,0.9853476
13,2,15,left_ankle,966.7581,920.3522,0.9710419
13,2,16,right_ankle,1040.527,909.5951,0.96026754
14,1,0,nose,1150.0122,610.6733,0.07125401
14,1,1,left_eye,1149.7112,605.0826,0.016680738
14,1,2,right_eye,1149.1556,605.82166,0.08273461
14,1,3,left_ear,1118.7942,605.7256,0.27076143
14,1,4,right_ear,1144.3726,610.5969,0.86550844
14,1,5,left_shoulder,1097.755,629.5538,0.9878807
14,1,6,right_shoulder,1137.3893,642.8503,0.9951504
14,1,7,left_elbow,1072.0093,653.1155,0.85514265
14,1,8,right_elbow,1136.3704,693.54803,0.97126603
14,1,9,left_wrist,1090.0892,655.3924,0.6314266
14,1,10,right_wrist,1159.7391,723.3679,0.86349833
14,1,11,left_hip,1084.8639,710.62756,0.9958204
14,1,12,right_hip,1111.5957,715.87976,0.9971957
14,1,13,left_knee,1088.5924,764.473,0.98504746
14,1,14,right_knee,1124.8088,768.06195,0.99089676
14,1,15,left_ankle,1074.8696,811.9827,0.94632316
14,1,16,right_ankle,1118.2463,818.1109,0.96293664
14,2,0,nose,1047.8777,683.25024,0.16164678
14,2,1,left_eye,1046.2234,677.1893,0.06369524
14,2,2,right_eye,1047.1925,679.0838,0.106938146
14,2,3,left_ear,1024.503,676.921,0.4975926
14,2,4,right_ear,1049.9205,682.9001,0.74279314
14,2,5,left_shoulder,996.8246,702.16364,0.9928033
14,2,6,right_shoulder,1057.4932,715.96063,0.9874213
14,2,7,left_elbow,960.83514,729.8463,0.94777495
14,2,8,right_elbow,1066.4557,755.8799,0.88459957
14,2,9,left_wrist,976.6333,756.3333,0.8160753
14,2,10,right_wrist,1057.0897,772.9195,0.66373926
14,2,11,left_hip,984.7892,791.3603,0.99702674
14,2,12,right_hip,1025.6484,797.58386,0.99576545
14,2,13,left_knee,983.19763,849.8194,0.99301636
14,2,14,right_knee,1031.933,860.7387,0.9885908
14,2,15,left_ankle,966.2042,912.4884,0.9841192
14,2,16,right_ankle,1013.2651,924.4162,0.97636783
15,1,0,nose,1150.1097,610.2847,0.075801626
15,1,1,left_eye,1149.7772,604.7051,0.017417682
15,1,2,right_eye,1149.1595,605.4222,0.08858964
15,1,3,left_ear,1118.6649,605.5261,0.27066374
15,1,4,right_ear,1144.0544,610.3353,0.87126815
15,1,5,left_shoulder,1097.6895,629.61865,0.9880718
15,1,6,right_shoulder,1137.2571,642.81714,0.9953245
15,1,7,left_elbow,1072.0327,653.11597,0.85262394
15,1,8,right_elbow,1136.371,693.4563,0.9717677
15,1,9,left_wrist,1090.172,655.55707,0.6279994
15,1,10,right_wrist,1159.6943,723.4723,0.86513585
15,1,11,left_hip,1084.8228,710.6826,0.9958056
15,1,12,right_hip,1111.5299,715.8785,0.997214
15,1,13,left_knee,1088.6067,764.5205,0.98494035
15,1,14,right_knee,1124.8097,768.0308,0.99094325
15,1,15,left_ankle,1074.8383,812.0468,0.9461895
15,1,16,right_ankle,1118.2252,818.1447,0.9631719
15,2,0,nose,1047.8319,683.2797,0.16386643
15,2,1,left_eye,1046.1781,677.22473,0.064476274
